True_Label,Predicted_Label,Class_Probabilities
2,2,"[np.float32(2.4162156e-05), np.float32(8.073791e-06), np.float32(0.99979705), np.float32(0.00014772813), np.float32(2.3107972e-05)]"
2,2,"[np.float32(0.00021266683), np.float32(0.00038134574), np.float32(0.9971631), np.float32(0.0018974432), np.float32(0.0003454871)]"
1,1,"[np.float32(9.3277544e-07), np.float32(0.9995395), np.float32(1.1543202e-06), np.float32(0.00045721003), np.float32(1.1983838e-06)]"
1,1,"[np.float32(0.00044766534), np.float32(0.9733629), np.float32(0.010613639), np.float32(0.015476464), np.float32(9.9337216e-05)]"
3,3,"[np.float32(6.4472787e-09), np.float32(2.8834346e-09), np.float32(2.234585e-09), np.float32(1.0), np.float32(1.5244046e-08)]"
3,3,"[np.float32(5.5845845e-05), np.float32(4.5005014e-05), np.float32(0.0023681002), np.float32(0.9974854), np.float32(4.568345e-05)]"
2,2,"[np.float32(1.2096101e-06), np.float32(2.7069357e-06), np.float32(0.99999166), np.float32(3.8013118e-06), np.float32(6.377213e-07)]"
3,3,"[np.float32(1.1596621e-06), np.float32(4.4731135e-07), np.float32(3.4653588e-06), np.float32(0.9999937), np.float32(1.2189521e-06)]"
2,2,"[np.float32(1.6159023e-06), np.float32(9.138974e-06), np.float32(0.9999428), np.float32(4.590067e-05), np.float32(5.8559505e-07)]"
2,2,"[np.float32(4.113657e-06), np.float32(2.5638295e-05), np.float32(0.99890316), np.float32(0.0010510028), np.float32(1.6039417e-05)]"
2,2,"[np.float32(0.00017539834), np.float32(0.0013511578), np.float32(0.9977233), np.float32(0.00057906937), np.float32(0.00017099931)]"
2,2,"[np.float32(1.2540926e-06), np.float32(4.4575054e-06), np.float32(0.9999863), np.float32(5.1981533e-06), np.float32(2.7149692e-06)]"
2,2,"[np.float32(6.5577715e-06), np.float32(0.0003571071), np.float32(0.99955994), np.float32(6.7887755e-05), np.float32(8.517374e-06)]"
1,1,"[np.float32(1.586568e-06), np.float32(0.9992524), np.float32(0.00054358644), np.float32(0.00019982614), np.float32(2.6360706e-06)]"
3,3,"[np.float32(4.1787203e-07), np.float32(7.9280335e-07), np.float32(7.202634e-06), np.float32(0.9999912), np.float32(2.9932826e-07)]"
1,1,"[np.float32(5.1840294e-07), np.float32(0.9996903), np.float32(2.3646521e-06), np.float32(0.00030610772), np.float32(7.2597476e-07)]"
3,3,"[np.float32(5.404839e-06), np.float32(1.7092992e-05), np.float32(0.00012505209), np.float32(0.99984074), np.float32(1.1719128e-05)]"
2,2,"[np.float32(0.0003867842), np.float32(0.49657652), np.float32(0.5024557), np.float32(0.0004796325), np.float32(0.000101350844)]"
2,2,"[np.float32(9.316692e-07), np.float32(6.0417955e-05), np.float32(0.9997727), np.float32(0.00016422928), np.float32(1.6159248e-06)]"
3,3,"[np.float32(9.912258e-07), np.float32(2.7993201e-05), np.float32(5.4376003e-05), np.float32(0.9999143), np.float32(2.3297418e-06)]"
2,2,"[np.float32(1.9335814e-05), np.float32(6.559093e-05), np.float32(0.99973613), np.float32(4.778718e-05), np.float32(0.00013114938)]"
3,3,"[np.float32(7.1518875e-06), np.float32(2.0945454e-06), np.float32(0.0013070564), np.float32(0.9986732), np.float32(1.0479452e-05)]"
3,3,"[np.float32(6.502457e-09), np.float32(7.5282536e-08), np.float32(5.999861e-08), np.float32(0.9999999), np.float32(1.3748829e-08)]"
1,1,"[np.float32(4.2752686e-07), np.float32(0.9999982), np.float32(1.2193843e-06), np.float32(4.8293995e-08), np.float32(8.2533596e-08)]"
2,2,"[np.float32(0.0001261528), np.float32(4.3434728e-05), np.float32(0.9174619), np.float32(0.08127215), np.float32(0.0010963059)]"
3,3,"[np.float32(2.7404378e-06), np.float32(2.0744585e-06), np.float32(4.2114247e-05), np.float32(0.99993634), np.float32(1.6632863e-05)]"
4,4,"[np.float32(9.899892e-07), np.float32(2.5974745e-07), np.float32(8.753007e-06), np.float32(2.3091109e-06), np.float32(0.9999877)]"
3,3,"[np.float32(0.0008272113), np.float32(0.00021573839), np.float32(0.16114722), np.float32(0.8377784), np.float32(3.1426756e-05)]"
2,2,"[np.float32(9.685126e-05), np.float32(0.002358016), np.float32(0.9832618), np.float32(0.013423052), np.float32(0.0008601771)]"
1,1,"[np.float32(5.384707e-07), np.float32(0.99998605), np.float32(1.2534425e-05), np.float32(5.98232e-07), np.float32(2.1652853e-07)]"
2,2,"[np.float32(4.7630754e-05), np.float32(0.00014964495), np.float32(0.9853382), np.float32(0.014255485), np.float32(0.00020904434)]"
2,2,"[np.float32(1.5729507e-06), np.float32(1.1019151e-06), np.float32(0.9999449), np.float32(4.8452817e-05), np.float32(4.0540813e-06)]"
2,2,"[np.float32(3.5623261e-06), np.float32(1.9742545e-05), np.float32(0.9996344), np.float32(0.00033533166), np.float32(6.896463e-06)]"
2,2,"[np.float32(5.004779e-06), np.float32(7.806622e-06), np.float32(0.999936), np.float32(4.202456e-05), np.float32(9.208771e-06)]"
2,2,"[np.float32(1.9162928e-05), np.float32(0.00010808759), np.float32(0.99977463), np.float32(6.163217e-05), np.float32(3.64825e-05)]"
1,1,"[np.float32(6.857209e-06), np.float32(0.9994862), np.float32(0.00047156046), np.float32(3.1864074e-05), np.float32(3.4199425e-06)]"
3,3,"[np.float32(4.4619635e-05), np.float32(0.0001680376), np.float32(0.000489142), np.float32(0.999193), np.float32(0.00010519426)]"
2,2,"[np.float32(0.0001492854), np.float32(0.00015028047), np.float32(0.98974353), np.float32(0.0006658183), np.float32(0.009291034)]"
3,3,"[np.float32(3.936392e-06), np.float32(4.4560265e-06), np.float32(0.0011478056), np.float32(0.9987417), np.float32(0.00010213443)]"
3,3,"[np.float32(5.817366e-08), np.float32(1.3994425e-07), np.float32(8.636772e-07), np.float32(0.9999989), np.float32(5.3456414e-08)]"
0,0,"[np.float32(0.9926213), np.float32(0.0007613192), np.float32(0.0014684469), np.float32(0.005027123), np.float32(0.00012177086)]"
3,3,"[np.float32(1.519396e-06), np.float32(7.0235495e-07), np.float32(6.451364e-05), np.float32(0.99992573), np.float32(7.5199105e-06)]"
2,2,"[np.float32(1.0802782e-05), np.float32(8.595828e-05), np.float32(0.95109785), np.float32(0.04879597), np.float32(9.414234e-06)]"
2,2,"[np.float32(2.53266e-05), np.float32(4.578532e-06), np.float32(0.99922025), np.float32(0.0007456958), np.float32(4.169091e-06)]"
2,2,"[np.float32(4.1279047e-05), np.float32(0.0016789659), np.float32(0.9964455), np.float32(0.0012345333), np.float32(0.0005997026)]"
3,3,"[np.float32(3.5225898e-09), np.float32(1.5755109e-09), np.float32(1.1160187e-08), np.float32(1.0), np.float32(6.6461165e-09)]"
4,4,"[np.float32(2.2883105e-06), np.float32(5.771845e-07), np.float32(1.6861273e-05), np.float32(6.0853663e-06), np.float32(0.99997413)]"
2,2,"[np.float32(7.259189e-06), np.float32(9.81437e-06), np.float32(0.99988174), np.float32(3.4273784e-05), np.float32(6.683325e-05)]"
1,1,"[np.float32(4.361595e-06), np.float32(0.99992716), np.float32(9.221907e-06), np.float32(5.6981844e-05), np.float32(2.2850586e-06)]"
2,2,"[np.float32(6.08218e-06), np.float32(3.1207146e-06), np.float32(0.99988914), np.float32(0.00010094934), np.float32(7.0875905e-07)]"
1,1,"[np.float32(1.0459484e-05), np.float32(0.95566833), np.float32(0.044217814), np.float32(7.728248e-05), np.float32(2.622347e-05)]"
2,2,"[np.float32(2.864904e-05), np.float32(0.0004033323), np.float32(0.99024826), np.float32(0.009206058), np.float32(0.00011372367)]"
3,3,"[np.float32(5.786096e-06), np.float32(1.2593745e-05), np.float32(9.575881e-06), np.float32(0.99995816), np.float32(1.3807524e-05)]"
2,2,"[np.float32(8.062508e-06), np.float32(3.6691337e-05), np.float32(0.9996729), np.float32(0.00027724498), np.float32(5.160054e-06)]"
2,2,"[np.float32(1.8772853e-05), np.float32(2.7435632e-05), np.float32(0.99970055), np.float32(0.0002344664), np.float32(1.8838637e-05)]"
2,2,"[np.float32(1.4979282e-06), np.float32(9.863038e-06), np.float32(0.99995315), np.float32(3.1178366e-05), np.float32(4.2439738e-06)]"
3,3,"[np.float32(6.024151e-08), np.float32(1.6565515e-08), np.float32(6.9263274e-06), np.float32(0.99999285), np.float32(1.5822016e-07)]"
1,1,"[np.float32(2.8817982e-07), np.float32(0.9999473), np.float32(3.2776075e-05), np.float32(1.9430392e-05), np.float32(2.7095103e-07)]"
3,3,"[np.float32(1.5176181e-05), np.float32(4.5573874e-05), np.float32(0.17677389), np.float32(0.82281435), np.float32(0.00035109502)]"
3,3,"[np.float32(1.4083295e-07), np.float32(6.4977975e-08), np.float32(9.5447774e-08), np.float32(0.99999964), np.float32(5.5126524e-08)]"
1,1,"[np.float32(4.982249e-05), np.float32(0.9909729), np.float32(0.0027806503), np.float32(0.0060906904), np.float32(0.000105997955)]"
3,3,"[np.float32(0.0042144456), np.float32(0.095365666), np.float32(0.2531641), np.float32(0.64672583), np.float32(0.000529926)]"
3,3,"[np.float32(5.2600255e-05), np.float32(0.00010586945), np.float32(0.001461693), np.float32(0.9982899), np.float32(8.9912115e-05)]"
0,0,"[np.float32(0.9999635), np.float32(1.2864683e-05), np.float32(1.1951268e-05), np.float32(1.0276888e-05), np.float32(1.3727982e-06)]"
2,2,"[np.float32(0.0010395775), np.float32(0.013390835), np.float32(0.7755038), np.float32(0.20935589), np.float32(0.0007099367)]"
3,3,"[np.float32(3.082418e-07), np.float32(1.7693611e-07), np.float32(6.3292726e-05), np.float32(0.99993587), np.float32(3.588057e-07)]"
2,2,"[np.float32(5.125363e-06), np.float32(2.9710987e-05), np.float32(0.9999366), np.float32(2.1547205e-05), np.float32(6.991417e-06)]"
2,2,"[np.float32(1.0937543e-06), np.float32(1.7055178e-05), np.float32(0.999972), np.float32(7.802221e-06), np.float32(2.1551737e-06)]"
3,3,"[np.float32(7.549033e-05), np.float32(3.397732e-05), np.float32(0.0022751854), np.float32(0.9976059), np.float32(9.441464e-06)]"
2,2,"[np.float32(3.396932e-05), np.float32(0.00020416026), np.float32(0.9949124), np.float32(0.004132604), np.float32(0.0007168753)]"
1,2,"[np.float32(0.00052697404), np.float32(0.14050414), np.float32(0.79432154), np.float32(0.064497925), np.float32(0.00014944091)]"
3,1,"[np.float32(0.00033433075), np.float32(0.97668046), np.float32(0.02029529), np.float32(0.00041119364), np.float32(0.0022786488)]"
2,2,"[np.float32(1.8324205e-06), np.float32(3.4856803e-06), np.float32(0.9999299), np.float32(6.464639e-05), np.float32(1.4607902e-07)]"
3,3,"[np.float32(5.2854414e-09), np.float32(1.539061e-09), np.float32(1.1990182e-08), np.float32(1.0), np.float32(3.5905598e-09)]"
2,2,"[np.float32(0.0006163235), np.float32(0.2664941), np.float32(0.7177358), np.float32(0.014848695), np.float32(0.0003050601)]"
2,2,"[np.float32(3.3648732e-07), np.float32(9.824053e-07), np.float32(0.9999386), np.float32(5.97837e-05), np.float32(2.9242472e-07)]"
2,2,"[np.float32(9.391202e-07), np.float32(1.0594071e-05), np.float32(0.99992776), np.float32(5.9415077e-05), np.float32(1.3255457e-06)]"
2,2,"[np.float32(1.5035836e-07), np.float32(2.2756967e-06), np.float32(0.999997), np.float32(2.0011517e-07), np.float32(3.160491e-07)]"
2,2,"[np.float32(4.3330554e-05), np.float32(7.14842e-06), np.float32(0.9994968), np.float32(0.00016633935), np.float32(0.0002863162)]"
0,0,"[np.float32(0.99997425), np.float32(5.484882e-06), np.float32(1.7772205e-05), np.float32(3.2107027e-07), np.float32(2.138521e-06)]"
1,1,"[np.float32(0.0008789394), np.float32(0.98802733), np.float32(0.0010635076), np.float32(0.009890143), np.float32(0.00014019695)]"
2,2,"[np.float32(0.00010983341), np.float32(0.0001246765), np.float32(0.9814749), np.float32(0.018180227), np.float32(0.00011039554)]"
2,2,"[np.float32(4.3613378e-05), np.float32(0.020412214), np.float32(0.9788336), np.float32(0.00063088915), np.float32(7.960608e-05)]"
2,2,"[np.float32(0.002821981), np.float32(0.033693034), np.float32(0.96244234), np.float32(3.797546e-05), np.float32(0.0010046627)]"
3,3,"[np.float32(4.285543e-08), np.float32(2.907066e-07), np.float32(5.6120384e-06), np.float32(0.9999939), np.float32(1.159612e-07)]"
2,3,"[np.float32(0.0010469247), np.float32(0.0008593287), np.float32(0.06688002), np.float32(0.9307972), np.float32(0.00041653577)]"
2,2,"[np.float32(0.0005365969), np.float32(0.00024106482), np.float32(0.9864942), np.float32(0.012286195), np.float32(0.0004419467)]"
2,2,"[np.float32(2.984756e-05), np.float32(0.00010170547), np.float32(0.9330216), np.float32(0.06680773), np.float32(3.902636e-05)]"
1,1,"[np.float32(2.798076e-08), np.float32(0.99999976), np.float32(2.826011e-07), np.float32(2.9272438e-09), np.float32(1.7728855e-08)]"
2,2,"[np.float32(0.00039822736), np.float32(0.00025048802), np.float32(0.93868893), np.float32(0.004998662), np.float32(0.05566366)]"
2,2,"[np.float32(8.756715e-06), np.float32(1.8150342e-05), np.float32(0.9812657), np.float32(0.01868426), np.float32(2.314165e-05)]"
2,2,"[np.float32(4.9535706e-06), np.float32(2.216757e-05), np.float32(0.9999702), np.float32(1.6986347e-06), np.float32(9.90425e-07)]"
3,3,"[np.float32(2.0379e-06), np.float32(6.307903e-07), np.float32(6.384656e-07), np.float32(0.99999654), np.float32(1.6448904e-07)]"
2,2,"[np.float32(1.9854478e-07), np.float32(2.6367027e-07), np.float32(0.99999404), np.float32(4.2345087e-06), np.float32(1.2393072e-06)]"
1,1,"[np.float32(3.3544747e-08), np.float32(0.9999988), np.float32(6.1744527e-07), np.float32(1.14660956e-07), np.float32(4.399434e-07)]"
3,3,"[np.float32(2.785495e-05), np.float32(5.524152e-06), np.float32(0.1562984), np.float32(0.84363157), np.float32(3.6675585e-05)]"
3,3,"[np.float32(5.6407298e-05), np.float32(0.001108145), np.float32(0.00027453084), np.float32(0.9974172), np.float32(0.001143709)]"
1,1,"[np.float32(0.00012922566), np.float32(0.9983101), np.float32(0.00027579343), np.float32(0.0012491448), np.float32(3.582305e-05)]"
2,2,"[np.float32(3.9063646e-09), np.float32(9.214573e-09), np.float32(1.0), np.float32(2.158e-08), np.float32(2.435419e-09)]"
2,2,"[np.float32(0.00012756225), np.float32(0.00021619894), np.float32(0.9891601), np.float32(0.010033549), np.float32(0.0004626045)]"
3,3,"[np.float32(2.297668e-07), np.float32(8.5959094e-08), np.float32(4.1883933e-08), np.float32(0.99999964), np.float32(9.3453005e-09)]"
2,2,"[np.float32(0.00016276677), np.float32(0.03046171), np.float32(0.9282596), np.float32(0.040769793), np.float32(0.00034613974)]"
2,2,"[np.float32(0.000122051475), np.float32(0.0013083272), np.float32(0.99511176), np.float32(0.0032331417), np.float32(0.00022467702)]"
2,2,"[np.float32(1.7092334e-05), np.float32(0.000956848), np.float32(0.9958549), np.float32(0.003147837), np.float32(2.331762e-05)]"
2,2,"[np.float32(0.000102238206), np.float32(0.005290999), np.float32(0.9914221), np.float32(0.0030011146), np.float32(0.0001835186)]"
3,3,"[np.float32(1.1330108e-06), np.float32(8.013416e-06), np.float32(1.461718e-06), np.float32(0.9999893), np.float32(1.3614067e-07)]"
2,1,"[np.float32(5.3771735e-05), np.float32(0.9871951), np.float32(0.0121239135), np.float32(0.000614969), np.float32(1.22859965e-05)]"
0,0,"[np.float32(0.9995771), np.float32(0.00039906928), np.float32(2.1710091e-05), np.float32(1.4501862e-06), np.float32(7.280112e-07)]"
2,2,"[np.float32(0.0028812354), np.float32(0.061613463), np.float32(0.6582741), np.float32(0.27666467), np.float32(0.00056648575)]"
1,1,"[np.float32(0.0006059528), np.float32(0.97395104), np.float32(0.0077791563), np.float32(0.017368142), np.float32(0.00029573878)]"
2,2,"[np.float32(2.4764444e-05), np.float32(7.902422e-06), np.float32(0.9950146), np.float32(0.004879272), np.float32(7.356016e-05)]"
1,1,"[np.float32(5.3440783e-07), np.float32(0.9999968), np.float32(2.5799166e-06), np.float32(3.977539e-08), np.float32(7.133814e-08)]"
2,2,"[np.float32(2.1738929e-06), np.float32(9.446199e-07), np.float32(0.9999685), np.float32(2.1661086e-05), np.float32(6.7136334e-06)]"
2,2,"[np.float32(2.832066e-06), np.float32(1.2856883e-05), np.float32(0.99979943), np.float32(0.00018017681), np.float32(4.6883674e-06)]"
2,2,"[np.float32(1.264907e-05), np.float32(0.00010146744), np.float32(0.99978894), np.float32(9.0071175e-05), np.float32(6.9450407e-06)]"
3,3,"[np.float32(1.454026e-05), np.float32(2.513125e-05), np.float32(0.0002522195), np.float32(0.999524), np.float32(0.00018404299)]"
3,2,"[np.float32(0.0013587115), np.float32(0.005077896), np.float32(0.877941), np.float32(0.11551365), np.float32(0.00010870712)]"
3,3,"[np.float32(9.88892e-10), np.float32(9.587047e-10), np.float32(1.8741761e-09), np.float32(1.0), np.float32(1.0997412e-09)]"
3,1,"[np.float32(0.005725858), np.float32(0.8275924), np.float32(0.02147166), np.float32(0.14239337), np.float32(0.0028167847)]"
2,3,"[np.float32(1.45173635e-05), np.float32(1.5507554e-05), np.float32(0.037317257), np.float32(0.9626368), np.float32(1.5888936e-05)]"
3,3,"[np.float32(0.0057051135), np.float32(0.4098033), np.float32(0.11611139), np.float32(0.4325598), np.float32(0.035820477)]"
3,3,"[np.float32(3.202329e-06), np.float32(4.3214166e-07), np.float32(0.00019000078), np.float32(0.9998055), np.float32(8.752609e-07)]"
2,2,"[np.float32(2.8769071e-05), np.float32(2.0174582e-05), np.float32(0.9938985), np.float32(0.0060425964), np.float32(9.900382e-06)]"
4,4,"[np.float32(1.0206294e-06), np.float32(1.1284985e-06), np.float32(7.6250153e-06), np.float32(9.945393e-05), np.float32(0.9998908)]"
2,2,"[np.float32(6.56111e-08), np.float32(4.5417002e-07), np.float32(0.9999993), np.float32(9.432962e-08), np.float32(1.2099349e-07)]"
1,1,"[np.float32(1.2221756e-06), np.float32(0.999951), np.float32(3.3746943e-05), np.float32(8.42351e-06), np.float32(5.578655e-06)]"
2,2,"[np.float32(4.4146802e-07), np.float32(1.7614267e-06), np.float32(0.9999956), np.float32(2.776397e-07), np.float32(2.048008e-06)]"
3,3,"[np.float32(0.0001312526), np.float32(0.0050006867), np.float32(0.080845065), np.float32(0.91227484), np.float32(0.0017482257)]"
3,3,"[np.float32(0.0001001929), np.float32(0.00596882), np.float32(0.3947243), np.float32(0.5991842), np.float32(2.2490842e-05)]"
3,3,"[np.float32(0.0070719477), np.float32(0.03842091), np.float32(0.18129955), np.float32(0.77287257), np.float32(0.00033505683)]"
1,1,"[np.float32(1.1621661e-05), np.float32(0.99972016), np.float32(3.5283683e-05), np.float32(0.00017791336), np.float32(5.4963657e-05)]"
2,2,"[np.float32(1.2508884e-06), np.float32(1.9718134e-05), np.float32(0.99568826), np.float32(0.0042891377), np.float32(1.5828642e-06)]"
2,2,"[np.float32(8.025074e-06), np.float32(1.46621e-06), np.float32(0.99996865), np.float32(1.1366242e-05), np.float32(1.0446219e-05)]"
3,1,"[np.float32(0.00074674806), np.float32(0.98104054), np.float32(0.004606419), np.float32(0.013353886), np.float32(0.0002525343)]"
1,1,"[np.float32(1.0738893e-06), np.float32(0.9998845), np.float32(0.00011273448), np.float32(6.968751e-07), np.float32(9.185654e-07)]"
1,1,"[np.float32(0.00015875042), np.float32(0.6966356), np.float32(0.30269793), np.float32(0.00026312043), np.float32(0.00024458065)]"
1,1,"[np.float32(1.2488617e-07), np.float32(0.9999937), np.float32(5.180055e-06), np.float32(8.299137e-07), np.float32(2.0998496e-07)]"
